task_id	row_number	permno	company	ticker	cc_date	date_from	date_to
T1845	1845	16600	Hershey Co	HSY	2016-10-28	2016-10-28	2016-11-11
T1846	1846	28484	Hess Corp	AHC	2018-07-25	2018-07-25	2018-08-08
T1847	1847	28484	Hess Corp	AHC	2017-10-25	2017-10-25	2017-11-08
T1848	1848	28484	Hess Corp	AHC	2016-04-27	2016-04-27	2016-05-11
T1849	1849	16665	Hess Midstream Partners LP	HESM	2017-10-26	2017-10-26	2017-11-09
T1850	1850	80688	Highwoods Properties Inc	HIW	2015-08-05	2015-08-05	2015-08-19
T1851	1851	80688	Highwoods Properties Inc	HIW	2015-04-29	2015-04-29	2015-05-13
T1852	1852	52716	Hill-Rom Holdings Inc	HB	2018-11-02	2018-11-02	2018-11-16
T1853	1853	52716	Hill-Rom Holdings Inc	HB	2015-02-03	2015-02-03	2015-02-17
T1854	1854	52716	Hill-Rom Holdings Inc	HB	2017-11-03	2017-11-03	2017-11-17
T1855	1855	52716	Hill-Rom Holdings Inc	HB	2015-05-05	2015-05-05	2015-05-19
T1856	1856	52716	Hill-Rom Holdings Inc	HB	2015-11-05	2015-11-05	2015-11-19
T1857	1857	52716	Hill-Rom Holdings Inc	HB	2018-01-26	2018-01-26	2018-02-09
T1859	1859	52716	Hill-Rom Holdings Inc	HB	2017-01-27	2017-01-27	2017-02-10
T1860	1860	52716	Hill-Rom Holdings Inc	HB	2018-07-27	2018-07-27	2018-08-10
T1861	1861	52716	Hill-Rom Holdings Inc	HB	2017-07-28	2017-07-28	2017-08-11
T1864	1864	14338	Hilton Worldwide Holdings Inc	HLTT	2017-02-15	2017-02-15	2017-03-01
T1865	1865	14338	Hilton Worldwide Holdings Inc	HLTT	2018-07-25	2018-07-25	2018-08-08
T1868	1868	14338	Hilton Worldwide Holdings Inc	HLTT	2016-04-27	2016-04-27	2016-05-11
T1870	1870	91163	Himax Technologies Inc	HIMX	2016-02-04	2016-02-04	2016-02-18
T1871	1871	91163	Himax Technologies Inc	HIMX	2017-11-09	2017-11-09	2017-11-23
T1872	1872	91163	Himax Technologies Inc	HIMX	2018-02-13	2018-02-13	2018-02-27
T1873	1873	14857	Hoegh LNG Partners LP	HMLP	2016-11-17	2016-11-17	2016-12-01
T1874	1874	14857	Hoegh LNG Partners LP	HMLP	2017-08-24	2017-08-24	2017-09-07
T1875	1875	32803	HollyFrontier Corp	HOC	2015-08-05	2015-08-05	2015-08-19
T1876	1876	32803	HollyFrontier Corp	HOC	2015-11-05	2015-11-05	2015-11-19
T1877	1877	32803	HollyFrontier Corp	HOC	2015-05-06	2015-05-06	2015-05-20
T1879	1879	76095	Hologic Inc	HOLX	2015-11-04	2015-11-04	2015-11-18
T1887	1887	66181	Home Depot Inc	HD	2018-08-14	2018-08-14	2018-08-28
T1888	1888	66181	Home Depot Inc	HD	2017-08-15	2017-08-15	2017-08-29
T1891	1891	66181	Home Depot Inc	HD	2016-08-16	2016-08-16	2016-08-30
T1894	1894	66181	Home Depot Inc	HD	2015-11-17	2015-11-17	2015-12-01
T1895	1895	66181	Home Depot Inc	HD	2015-08-18	2015-08-18	2015-09-01
T1896	1896	66181	Home Depot Inc	HD	2015-05-19	2015-05-19	2015-06-02
T1897	1897	66181	Home Depot Inc	HD	2018-02-20	2018-02-20	2018-03-06
T1906	1906	12919	Horizon Pharma PLC	HZNP	2018-11-07	2018-11-07	2018-11-21
T1907	1907	12919	Horizon Pharma PLC	HZNP	2017-05-08	2017-05-08	2017-05-22
T1908	1908	12919	Horizon Pharma PLC	HZNP	2018-05-09	2018-05-09	2018-05-23
T1909	1909	12919	Horizon Pharma PLC	HZNP	2017-02-27	2017-02-27	2017-03-13
T1910	1910	15785	Hostess Brands Inc	TWNK	2018-02-28	2018-02-28	2018-03-14
T1911	1911	14312	Houghton Mifflin Harcourt Co	HMHC	2016-05-04	2016-05-04	2016-05-18
T1912	1912	14312	Houghton Mifflin Harcourt Co	HMHC	2015-11-05	2015-11-05	2015-11-19
T1913	1913	14312	Houghton Mifflin Harcourt Co	HMHC	2015-02-26	2015-02-26	2015-03-12
T1914	1914	83272	Hub Group Inc	HUBG	2018-10-25	2018-10-25	2018-11-08
T1915	1915	83272	Hub Group Inc	HUBG	2016-04-26	2016-04-26	2016-05-10
T1916	1916	83272	Hub Group Inc	HUBG	2016-07-26	2016-07-26	2016-08-09
T1926	1926	32942	Hubbell Inc	HUB1	2018-10-23	2018-10-23	2018-11-06
T1929	1929	32942	Hubbell Inc	HUB1	2016-07-26	2016-07-26	2016-08-09
T1930	1930	17308	Hudson Ltd	HUD	2018-08-03	2018-08-03	2018-08-17
T1931	1931	48653	Humana Inc	HUM	2018-08-01	2018-08-01	2018-08-15
T1932	1932	48653	Humana Inc	HUM	2017-08-02	2017-08-02	2017-08-16
T1942	1942	93098	Hyatt Hotels Corp	HYAT	2016-05-03	2016-05-03	2016-05-17
T1945	1945	93098	Hyatt Hotels Corp	HYAT	2017-05-04	2017-05-04	2017-05-18
T1949	1949	14704	IHS Markit Ltd	MRKT	2018-01-16	2018-01-16	2018-01-30
T1950	1950	14704	IHS Markit Ltd	MRKT	2017-01-17	2017-01-17	2017-01-31
T1951	1951	14704	IHS Markit Ltd	MRKT	2018-09-25	2018-09-25	2018-10-09
T1952	1952	14704	IHS Markit Ltd	MRKT	2018-06-26	2018-06-26	2018-07-10
T1953	1953	14704	IHS Markit Ltd	MRKT	2017-09-26	2017-09-26	2017-10-10
T1954	1954	14704	IHS Markit Ltd	MRKT	2017-06-27	2017-06-27	2017-07-11
T1955	1955	14704	IHS Markit Ltd	MRKT	2018-03-27	2018-03-27	2018-04-10
T1956	1956	11752	II-VI Inc	IIVI	2018-05-01	2018-05-01	2018-05-15
T1957	1957	11752	II-VI Inc	IIVI	2018-11-01	2018-11-01	2018-11-15
T1958	1958	11752	II-VI Inc	IIVI	2018-08-07	2018-08-07	2018-08-21
T1960	1960	56573	Illinois Tool Works Inc	ITW	2016-07-20	2016-07-20	2016-08-03
T1962	1962	56573	Illinois Tool Works Inc	ITW	2015-10-21	2015-10-21	2015-11-04
T1965	1965	56573	Illinois Tool Works Inc	ITW	2017-07-24	2017-07-24	2017-08-07
T1966	1966	56573	Illinois Tool Works Inc	ITW	2018-10-24	2018-10-24	2018-11-07
T1975	1975	88446	Illumina Inc	ILMN	2017-04-25	2017-04-25	2017-05-09
T1978	1978	88446	Illumina Inc	ILMN	2018-07-30	2018-07-30	2018-08-13
T1982	1982	13080	Imperva Inc	IMPP	2016-05-05	2016-05-05	2016-05-19
T1983	1983	13080	Imperva Inc	IMPP	2017-02-08	2017-02-08	2017-02-22
T1998	1998	12431	Ingersoll-Rand PLC	IR	2017-02-01	2017-02-01	2017-02-15
T1999	1999	12431	Ingersoll-Rand PLC	IR	2016-02-09	2016-02-09	2016-02-23
T2000	2000	12431	Ingersoll-Rand PLC	IR	2015-04-23	2015-04-23	2015-05-07
T2001	2001	12431	Ingersoll-Rand PLC	IR	2017-10-25	2017-10-25	2017-11-08
T2002	2002	12431	Ingersoll-Rand PLC	IR	2016-04-26	2016-04-26	2016-05-10
T2003	2003	12431	Ingersoll-Rand PLC	IR	2017-04-26	2017-04-26	2017-05-10
T2004	2004	12431	Ingersoll-Rand PLC	IR	2017-07-26	2017-07-26	2017-08-09
T2005	2005	12431	Ingersoll-Rand PLC	IR	2016-10-26	2016-10-26	2016-11-09
T2006	2006	12431	Ingersoll-Rand PLC	IR	2016-07-27	2016-07-27	2016-08-10
T2007	2007	12431	Ingersoll-Rand PLC	IR	2015-10-27	2015-10-27	2015-11-10
T2008	2008	12431	Ingersoll-Rand PLC	IR	2015-07-28	2015-07-28	2015-08-11
T2009	2009	12431	Ingersoll-Rand PLC	IR	2015-01-30	2015-01-30	2015-02-13
T2012	2012	15220	Inovalon Holdings Inc	00IE	2018-11-07	2018-11-07	2018-11-21
T2029	2029	92050	Insulet Corp	PODD	2018-08-02	2018-08-02	2018-08-16
T2030	2030	92050	Insulet Corp	PODD	2017-11-02	2017-11-02	2017-11-16
T2031	2031	92050	Insulet Corp	PODD	2017-08-03	2017-08-03	2017-08-17
T2032	2032	92050	Insulet Corp	PODD	2015-11-05	2015-11-05	2015-11-19
T2033	2033	92050	Insulet Corp	PODD	2018-02-21	2018-02-21	2018-03-07
T2034	2034	92050	Insulet Corp	PODD	2016-02-25	2016-02-25	2016-03-10
T2035	2035	82179	Integra LifeSciences Holdings Corp	IART	2015-11-03	2015-11-03	2015-11-17
T2048	2048	13643	Intercept Pharmaceuticals Inc	ICPT	2018-02-14	2018-02-14	2018-02-28
T2057	2057	92621	Intrepid Potash Inc	IPP	2015-04-28	2015-04-28	2015-05-12
T2075	2075	88352	Intuitive Surgical Inc	ISRG	2015-01-22	2015-01-22	2015-02-05
T2076	2076	88352	Intuitive Surgical Inc	ISRG	2017-01-24	2017-01-24	2017-02-07
T2077	2077	88352	Intuitive Surgical Inc	ISRG	2018-01-25	2018-01-25	2018-02-08
T2078	2078	13911	Iqvia Holdings Inc	QQUN	2018-07-24	2018-07-24	2018-08-07
T2079	2079	93264	Ironwood Pharmaceuticals Inc	IRWD	2015-11-03	2015-11-03	2015-11-17
T2082	2082	18403	J C Penney Company Inc	JCP	2017-11-10	2017-11-10	2017-11-24
T2083	2083	18403	J C Penney Company Inc	JCP	2017-08-11	2017-08-11	2017-08-25
T2084	2084	18403	J C Penney Company Inc	JCP	2016-11-11	2016-11-11	2016-11-25
T2085	2085	18403	J C Penney Company Inc	JCP	2015-05-13	2015-05-13	2015-05-27
T2086	2086	18403	J C Penney Company Inc	JCP	2015-11-13	2015-11-13	2015-11-27
T2087	2087	18403	J C Penney Company Inc	JCP	2015-08-14	2015-08-14	2015-08-28
T2088	2088	18403	J C Penney Company Inc	JCP	2018-08-16	2018-08-16	2018-08-30
T2089	2089	18403	J C Penney Company Inc	JCP	2018-05-17	2018-05-17	2018-05-31
T2091	2091	16611	J.Jill Inc	JILL	2018-03-15	2018-03-15	2018-03-29
T2094	2094	16611	J.Jill Inc	JILL	2017-08-29	2017-08-29	2017-09-12
T2095	2095	14655	JD.com Inc	JD	2015-05-08	2015-05-08	2015-05-22
T2096	2096	77453	Jack in the Box Inc	FMK1	2016-08-04	2016-08-04	2016-08-18
T2097	2097	77453	Jack in the Box Inc	FMK1	2018-08-09	2018-08-09	2018-08-23
T2099	2099	77453	Jack in the Box Inc	FMK1	2016-05-12	2016-05-12	2016-05-26
T2102	2102	77453	Jack in the Box Inc	FMK1	2016-11-22	2016-11-22	2016-12-06
T2104	2104	88313	Janus Capital Group Inc	SV	2017-04-20	2017-04-20	2017-05-04
T2105	2105	88313	Janus Capital Group Inc	SV	2015-01-22	2015-01-22	2015-02-05
T2106	2106	88313	Janus Capital Group Inc	SV	2017-01-24	2017-01-24	2017-02-07
T2107	2107	88313	Janus Capital Group Inc	SV	2016-10-25	2016-10-25	2016-11-08
T2112	2112	89353	JetBlue Airways Corp	JBLU	2015-07-28	2015-07-28	2015-08-11
T2124	2124	22111	Johnson & Johnson	JNJ	2018-01-23	2018-01-23	2018-02-06
T2125	2125	22111	Johnson & Johnson	JNJ	2017-01-24	2017-01-24	2017-02-07
T2126	2126	22111	Johnson & Johnson	JNJ	2016-01-26	2016-01-26	2016-02-09
T2130	2130	14630	Jumei International Holding Ltd	JMEI	2015-05-22	2015-05-22	2015-06-05
T2141	2141	91403	Kaiser Aluminum Corp	KLU3	2017-02-22	2017-02-22	2017-03-08
T2149	2149	26825	Kellogg Co	K	2017-08-03	2017-08-03	2017-08-17
T2150	2150	26825	Kellogg Co	K	2015-11-03	2015-11-03	2015-11-17
T2151	2151	26825	Kellogg Co	K	2015-08-04	2015-08-04	2015-08-18
T2152	2152	26825	Kellogg Co	K	2016-08-04	2016-08-04	2016-08-18
T2153	2153	26825	Kellogg Co	K	2018-02-08	2018-02-08	2018-02-22
T2154	2154	26825	Kellogg Co	K	2017-02-09	2017-02-09	2017-02-23
T2155	2155	26825	Kellogg Co	K	2015-02-12	2015-02-12	2015-02-26
T2161	2161	77129	Kimco Realty Corp	KIM	2017-07-27	2017-07-27	2017-08-10
T2162	2162	14524	King Digital Entertainment plc	001Z	2015-08-13	2015-08-13	2015-08-27
T2163	2163	80987	Knight Transportation Inc	KNGT	2017-01-25	2017-01-25	2017-02-08
T2164	2164	80987	Knight Transportation Inc	KNGT	2016-07-27	2016-07-27	2016-08-10
T2171	2171	16678	Kroger Co	KR	2015-12-03	2015-12-03	2015-12-17
T2172	2172	16678	Kroger Co	KR	2016-03-03	2016-03-03	2016-03-17
T2176	2176	16678	Kroger Co	KR	2016-09-09	2016-09-09	2016-09-23
T2177	2177	16678	Kroger Co	KR	2015-09-11	2015-09-11	2015-09-25
T2179	2179	16678	Kroger Co	KR	2018-06-21	2018-06-21	2018-07-05
T2180	2180	64282	L Brands Inc	LTD	2018-03-01	2018-03-01	2018-03-15
T2181	2181	64282	L Brands Inc	LTD	2017-11-16	2017-11-16	2017-11-30
T2182	2182	64282	L Brands Inc	LTD	2017-08-17	2017-08-17	2017-08-31
T2183	2183	64282	L Brands Inc	LTD	2016-11-17	2016-11-17	2016-12-01
T2184	2184	64282	L Brands Inc	LTD	2016-08-18	2016-08-18	2016-09-01
T2185	2185	64282	L Brands Inc	LTD	2017-05-18	2017-05-18	2017-06-01
T2186	2186	64282	L Brands Inc	LTD	2016-05-19	2016-05-19	2016-06-02
T2187	2187	64282	L Brands Inc	LTD	2015-11-19	2015-11-19	2015-12-03
T2188	2188	64282	L Brands Inc	LTD	2015-08-20	2015-08-20	2015-09-03
T2189	2189	64282	L Brands Inc	LTD	2015-05-21	2015-05-21	2015-06-04
T2190	2190	64282	L Brands Inc	LTD	2018-08-23	2018-08-23	2018-09-06
T2191	2191	64282	L Brands Inc	LTD	2017-02-23	2017-02-23	2017-03-09
T2192	2192	64282	L Brands Inc	LTD	2018-05-24	2018-05-24	2018-06-07
T2193	2193	64282	L Brands Inc	LTD	2016-02-25	2016-02-25	2016-03-10
T2194	2194	64282	L Brands Inc	LTD	2015-02-26	2015-02-26	2015-03-12
T2195	2195	14573	La Quinta Holdings Inc	0039	2017-11-01	2017-11-01	2017-11-15
T2196	2196	14573	La Quinta Holdings Inc	0039	2016-11-02	2016-11-02	2016-11-16
T2197	2197	14573	La Quinta Holdings Inc	0039	2017-08-08	2017-08-08	2017-08-22
T2198	2198	14573	La Quinta Holdings Inc	0039	2016-02-24	2016-02-24	2016-03-09
T2199	2199	14573	La Quinta Holdings Inc	0039	2016-04-27	2016-04-27	2016-05-11
T2200	2200	14573	La Quinta Holdings Inc	0039	2017-02-28	2017-02-28	2017-03-14
T2202	2202	12062	Laboratory Corporation of America Holdings	NHLI	2015-02-20	2015-02-20	2015-03-06
T2204	2204	12062	Laboratory Corporation of America Holdings	NHLI	2018-07-25	2018-07-25	2018-08-08
T2207	2207	16431	Lamb Weston Holdings Inc	LW	2017-10-04	2017-10-04	2017-10-18
T2209	2209	78981	Landstar System Inc	LSTR	2016-07-21	2016-07-21	2016-08-04
T2227	2227	65330	Legg Mason Inc	LM	2018-01-24	2018-01-24	2018-02-07
T2228	2228	65330	Legg Mason Inc	LM	2017-04-26	2017-04-26	2017-05-10
T2234	2234	15092	LendingClub Corp	00EG	2018-08-07	2018-08-07	2018-08-21
T2236	2236	15092	LendingClub Corp	00EG	2018-05-08	2018-05-08	2018-05-22
T2238	2238	15092	LendingClub Corp	00EG	2018-02-20	2018-02-20	2018-03-06
T2239	2239	87034	Lennox International Inc	LII1	2016-07-18	2016-07-18	2016-08-01
T2240	2240	82643	Lexmark International Inc	LXK	2015-07-21	2015-07-21	2015-08-04
T2241	2241	82643	Lexmark International Inc	LXK	2015-01-27	2015-01-27	2015-02-10
T2242	2242	82643	Lexmark International Inc	LXK	2015-04-28	2015-04-28	2015-05-12
T2243	2243	17221	Liberty Oilfield Services Inc	01Z4	2018-08-02	2018-08-02	2018-08-16
T2244	2244	80691	Liberty Property Trust	LRY	2015-04-21	2015-04-21	2015-05-05
T2245	2245	80691	Liberty Property Trust	LRY	2015-07-28	2015-07-28	2015-08-11
T2246	2246	86899	LifePoint Health Inc	LPNT	2015-05-01	2015-05-01	2015-05-15
T2247	2247	86899	LifePoint Health Inc	LPNT	2015-02-12	2015-02-12	2015-02-26
T2248	2248	86899	LifePoint Health Inc	LPNT	2016-02-12	2016-02-12	2016-02-26
T2249	2249	86899	LifePoint Health Inc	LPNT	2016-04-29	2016-04-29	2016-05-13
T2250	2250	86899	LifePoint Health Inc	LPNT	2015-07-31	2015-07-31	2015-08-14
T2251	2251	10299	Linear Technology Corp	LLTC	2015-01-14	2015-01-14	2015-01-28
T2252	2252	10299	Linear Technology Corp	LLTC	2015-10-14	2015-10-14	2015-10-28
T2253	2253	10299	Linear Technology Corp	LLTC	2015-04-15	2015-04-15	2015-04-29
T2254	2254	10299	Linear Technology Corp	LLTC	2015-07-22	2015-07-22	2015-08-05
T2255	2255	12742	LinkedIn Corp	LNKD	2016-02-04	2016-02-04	2016-02-18
T2256	2256	12742	LinkedIn Corp	LNKD	2015-10-29	2015-10-29	2015-11-12
T2257	2257	12742	LinkedIn Corp	LNKD	2015-04-30	2015-04-30	2015-05-14
T2258	2258	12742	LinkedIn Corp	LNKD	2015-07-30	2015-07-30	2015-08-13
T2261	2261	61399	Lowe's Companies Inc	LOW	2016-11-16	2016-11-16	2016-11-30
T2262	2262	61399	Lowe's Companies Inc	LOW	2016-08-17	2016-08-17	2016-08-31
T2263	2263	61399	Lowe's Companies Inc	LOW	2016-05-18	2016-05-18	2016-06-01
T2265	2265	61399	Lowe's Companies Inc	LOW	2015-08-19	2015-08-19	2015-09-02
T2267	2267	61399	Lowe's Companies Inc	LOW	2017-11-21	2017-11-21	2017-12-05
T2269	2269	61399	Lowe's Companies Inc	LOW	2017-05-24	2017-05-24	2017-06-07
T2270	2270	61399	Lowe's Companies Inc	LOW	2015-02-25	2015-02-25	2015-03-11
T2278	2278	15490	Lumentum Holdings Inc	LITEV	2018-02-06	2018-02-06	2018-02-20
T2279	2279	15490	Lumentum Holdings Inc	LITEV	2018-08-08	2018-08-08	2018-08-22
T2280	2280	15490	Lumentum Holdings Inc	LITEV	2017-08-09	2017-08-09	2017-08-23
T2281	2281	15490	Lumentum Holdings Inc	LITEV	2016-10-27	2016-10-27	2016-11-10
T2282	2282	35554	M&T Bank Corp	FEMP	2018-04-16	2018-04-16	2018-04-30
T2283	2283	35554	M&T Bank Corp	FEMP	2017-04-17	2017-04-17	2017-05-01
T2284	2284	35554	M&T Bank Corp	FEMP	2018-10-17	2018-10-17	2018-10-31
T2285	2285	35554	M&T Bank Corp	FEMP	2016-04-18	2016-04-18	2016-05-02
T2286	2286	35554	M&T Bank Corp	FEMP	2018-01-18	2018-01-18	2018-02-01
T2287	2287	35554	M&T Bank Corp	FEMP	2018-07-18	2018-07-18	2018-08-01
T2288	2288	35554	M&T Bank Corp	FEMP	2017-10-18	2017-10-18	2017-11-01
T2289	2289	35554	M&T Bank Corp	FEMP	2017-01-19	2017-01-19	2017-02-02
T2290	2290	35554	M&T Bank Corp	FEMP	2015-10-19	2015-10-19	2015-11-02
T2291	2291	35554	M&T Bank Corp	FEMP	2016-10-19	2016-10-19	2016-11-02
T2292	2292	35554	M&T Bank Corp	FEMP	2015-01-20	2015-01-20	2015-02-03
T2294	2294	16042	MGM Growth Properties LLC	MGP	2017-11-08	2017-11-08	2017-11-22
T2296	2296	11891	MGM Resorts International	MGMG	2018-08-02	2018-08-02	2018-08-16
T2297	2297	11891	MGM Resorts International	MGMG	2015-08-04	2015-08-04	2015-08-18
T2298	2298	11891	MGM Resorts International	MGMG	2016-08-04	2016-08-04	2016-08-18
T2299	2299	11891	MGM Resorts International	MGMG	2015-05-04	2015-05-04	2015-05-18
T2300	2300	11891	MGM Resorts International	MGMG	2016-05-05	2016-05-05	2016-05-19
T2301	2301	11891	MGM Resorts International	MGMG	2016-11-07	2016-11-07	2016-11-21
T2302	2302	11891	MGM Resorts International	MGMG	2017-11-08	2017-11-08	2017-11-22
T2303	2303	11891	MGM Resorts International	MGMG	2016-02-18	2016-02-18	2016-03-03
T2304	2304	11891	MGM Resorts International	MGMG	2018-02-20	2018-02-20	2018-03-06
T2305	2305	11891	MGM Resorts International	MGMG	2018-04-26	2018-04-26	2018-05-10
T2306	2306	11891	MGM Resorts International	MGMG	2017-04-27	2017-04-27	2017-05-11
T2307	2307	11891	MGM Resorts International	MGMG	2017-07-27	2017-07-27	2017-08-10
T2308	2308	11891	MGM Resorts International	MGMG	2015-10-29	2015-10-29	2015-11-12
T2310	2310	93233	MSG Networks Inc	MSGN	2017-02-02	2017-02-02	2017-02-16
T2319	2319	77462	Macy's Inc	FD	2015-05-13	2015-05-13	2015-05-27
T2323	2323	77462	Macy's Inc	FD	2015-02-24	2015-02-24	2015-03-10
T2326	2326	14011	Mallinckrodt Plc	MNKP	2017-08-08	2017-08-08	2017-08-22
T2327	2327	14011	Mallinckrodt Plc	MNKP	2017-05-08	2017-05-08	2017-05-22
T2328	2328	14011	Mallinckrodt Plc	MNKP	2018-02-27	2018-02-27	2018-03-13
T2329	2329	51263	Manitowoc Company Inc	MANT	2016-01-29	2016-01-29	2016-02-12
T2331	2331	51263	Manitowoc Company Inc	MANT	2015-07-30	2015-07-30	2015-08-13
T2333	2333	85913	Marriott International Inc	MHS	2018-08-07	2018-08-07	2018-08-21
T2339	2339	85913	Marriott International Inc	MHS	2016-07-28	2016-07-28	2016-08-11
T2340	2340	45751	Marsh & McLennan Companies Inc	MMC	2018-02-01	2018-02-01	2018-02-15
T2341	2341	45751	Marsh & McLennan Companies Inc	MMC	2017-02-02	2017-02-02	2017-02-16
T2343	2343	45751	Marsh & McLennan Companies Inc	MMC	2018-10-25	2018-10-25	2018-11-08
T2344	2344	45751	Marsh & McLennan Companies Inc	MMC	2018-04-26	2018-04-26	2018-05-10
T2345	2345	45751	Marsh & McLennan Companies Inc	MMC	2018-07-26	2018-07-26	2018-08-09
T2348	2348	45751	Marsh & McLennan Companies Inc	MMC	2017-07-27	2017-07-27	2017-08-10
T2349	2349	45751	Marsh & McLennan Companies Inc	MMC	2015-10-27	2015-10-27	2015-11-10
T2350	2350	45751	Marsh & McLennan Companies Inc	MMC	2016-04-28	2016-04-28	2016-05-12
T2351	2351	45751	Marsh & McLennan Companies Inc	MMC	2015-07-28	2015-07-28	2015-08-11
T2353	2353	45751	Marsh & McLennan Companies Inc	MMC	2015-04-30	2015-04-30	2015-05-14
T2354	2354	88360	Marvell Technology Group Ltd	MRVL	2018-09-06	2018-09-06	2018-09-20
T2355	2355	88360	Marvell Technology Group Ltd	MRVL	2018-03-08	2018-03-08	2018-03-22
T2356	2356	88360	Marvell Technology Group Ltd	MRVL	2015-02-19	2015-02-19	2015-03-05
T2357	2357	88360	Marvell Technology Group Ltd	MRVL	2017-08-24	2017-08-24	2017-09-07
T2358	2358	88360	Marvell Technology Group Ltd	MRVL	2017-05-25	2017-05-25	2017-06-08
T2359	2359	91233	Mastercard Inc	MAAA	2016-07-28	2016-07-28	2016-08-11
T2360	2360	91233	Mastercard Inc	MAAA	2015-04-29	2015-04-29	2015-05-13
T2363	2363	91233	Mastercard Inc	MAAA	2017-01-31	2017-01-31	2017-02-14
T2379	2379	43449	McDonald's Corp	MCD	2016-10-21	2016-10-21	2016-11-04
T2381	2381	43449	McDonald's Corp	MCD	2016-04-22	2016-04-22	2016-05-06
T2382	2382	43449	McDonald's Corp	MCD	2015-10-22	2015-10-22	2015-11-05
T2384	2384	43449	McDonald's Corp	MCD	2015-07-23	2015-07-23	2015-08-06
T2385	2385	43449	McDonald's Corp	MCD	2017-10-24	2017-10-24	2017-11-07
T2399	2399	81061	McKesson Corp	MCK	2017-07-27	2017-07-27	2017-08-10
T2400	2400	81061	McKesson Corp	MCK	2016-10-27	2016-10-27	2016-11-10
T2401	2401	92890	Mead Johnson Nutrition Co	MJN	2015-07-23	2015-07-23	2015-08-06
T2402	2402	92890	Mead Johnson Nutrition Co	MJN	2017-01-26	2017-01-26	2017-02-09
T2403	2403	92890	Mead Johnson Nutrition Co	MJN	2016-10-27	2016-10-27	2016-11-10
T2404	2404	92890	Mead Johnson Nutrition Co	MJN	2016-04-28	2016-04-28	2016-05-12
T2405	2405	92890	Mead Johnson Nutrition Co	MJN	2016-07-28	2016-07-28	2016-08-11
T2406	2406	92890	Mead Johnson Nutrition Co	MJN	2015-01-29	2015-01-29	2015-02-12
T2407	2407	92940	Medidata Solutions Inc	MDSO	2015-02-05	2015-02-05	2015-02-19
T2408	2408	92940	Medidata Solutions Inc	MDSO	2018-10-18	2018-10-18	2018-11-01
T2409	2409	92940	Medidata Solutions Inc	MDSO	2015-04-23	2015-04-23	2015-05-07
T2410	2410	92940	Medidata Solutions Inc	MDSO	2018-07-24	2018-07-24	2018-08-07
T2411	2411	60097	Medtronic PLC	MDT	2016-03-01	2016-03-01	2016-03-15
T2413	2413	60097	Medtronic PLC	MDT	2015-12-03	2015-12-03	2015-12-17
T2414	2414	60097	Medtronic PLC	MDT	2015-09-03	2015-09-03	2015-09-17
T2415	2415	60097	Medtronic PLC	MDT	2015-02-17	2015-02-17	2015-03-03
T2417	2417	60097	Medtronic PLC	MDT	2018-11-20	2018-11-20	2018-12-04
T2426	2426	92221	MercadoLibre Inc	MELL	2016-11-03	2016-11-03	2016-11-17
T2427	2427	92221	MercadoLibre Inc	MELL	2015-08-05	2015-08-05	2015-08-19
T2428	2428	92221	MercadoLibre Inc	MELL	2015-05-06	2015-05-06	2015-05-20
T2431	2431	22752	Merck & Co Inc	MRK	2018-02-02	2018-02-02	2018-02-16
T2432	2432	22752	Merck & Co Inc	MRK	2017-05-02	2017-05-02	2017-05-16
T2433	2433	22752	Merck & Co Inc	MRK	2016-02-03	2016-02-03	2016-02-17
T2436	2436	22752	Merck & Co Inc	MRK	2018-10-25	2018-10-25	2018-11-08
T2441	2441	22752	Merck & Co Inc	MRK	2015-07-28	2015-07-28	2015-08-11
T2442	2442	87842	Metlife Inc	METL	2015-02-12	2015-02-12	2015-02-26
T2443	2443	13142	Michael Kors Holdings Ltd	KORS	2016-02-02	2016-02-02	2016-02-16
T2444	2444	13142	Michael Kors Holdings Ltd	KORS	2015-11-04	2015-11-04	2015-11-18
T2445	2445	13142	Michael Kors Holdings Ltd	KORS	2015-02-05	2015-02-05	2015-02-19
T2446	2446	13142	Michael Kors Holdings Ltd	KORS	2015-08-06	2015-08-06	2015-08-20
T2447	2447	13142	Michael Kors Holdings Ltd	KORS	2017-11-06	2017-11-06	2017-11-20
T2448	2448	13142	Michael Kors Holdings Ltd	KORS	2018-02-07	2018-02-07	2018-02-21
T2449	2449	13142	Michael Kors Holdings Ltd	KORS	2018-11-07	2018-11-07	2018-11-21
T2450	2450	13142	Michael Kors Holdings Ltd	KORS	2017-08-08	2017-08-08	2017-08-22
T2451	2451	13142	Michael Kors Holdings Ltd	KORS	2018-08-08	2018-08-08	2018-08-22
T2452	2452	13142	Michael Kors Holdings Ltd	KORS	2016-08-10	2016-08-10	2016-08-24
T2453	2453	13142	Michael Kors Holdings Ltd	KORS	2016-11-10	2016-11-10	2016-11-24
T2454	2454	13142	Michael Kors Holdings Ltd	KORS	2015-05-27	2015-05-27	2015-06-10
T2455	2455	13142	Michael Kors Holdings Ltd	KORS	2018-05-30	2018-05-30	2018-06-13
T2456	2456	14696	Michaels Companies Inc	MIK	2015-12-03	2015-12-03	2015-12-17
T2457	2457	14696	Michaels Companies Inc	MIK	2016-12-06	2016-12-06	2016-12-20
T2458	2458	14696	Michaels Companies Inc	MIK	2018-12-06	2018-12-06	2018-12-20
T2463	2463	14696	Michaels Companies Inc	MIK	2016-08-25	2016-08-25	2016-09-08
